Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
Yes,18,Travel_Frequently,544,Sales,3,College,Medical,1,2624,Medium,Female,70,High,JuniorLevel,Sales Representative,Very High,Single,1569,18420,1,Yes,12,Excellent,High,80,NoStockOption,0,2,Best,0,0,0,0
No,47,Travel_Rarely,1176,Human Resources,26,Master,Life Sciences,1,2625,Very High,Female,98,High,SeniorLevelL3,Manager,High,Married,19658,5220,3,No,11,Excellent,High,80,<100ESOPShares,27,2,Better,5,2,1,0
No,39,Travel_Rarely,170,R & D,3,College,Medical,1,2626,High,Male,76,Medium,MidLevel,Laboratory Technician,High,Divorced,3069,10302,0,No,15,Excellent,Very High,80,<100ESOPShares,11,3,Better,10,8,0,7
No,40,Travel_Rarely,884,R & D,15,Bachelor,Life Sciences,1,2627,Low,Female,80,Medium,SeniorLevelL1,Manufacturing Director,High,Married,10435,25800,1,No,13,Excellent,Very High,80,100-500ESOPShares,18,2,Better,18,15,14,12
No,35,Non-Travel,208,R & D,8,Master,Life Sciences,1,2628,High,Female,52,High,MidLevel,Healthcare Representative,High,Married,4148,12250,1,No,12,Excellent,Very High,80,<100ESOPShares,15,5,Better,14,11,2,9
No,37,Travel_Rarely,671,R & D,19,Bachelor,Life Sciences,1,2629,High,Male,85,High,MidLevel,Manufacturing Director,High,Married,5768,26493,3,No,17,Excellent,Low,80,>500ESOPShares,9,2,Good,4,3,0,2
No,39,Travel_Frequently,711,R & D,4,Bachelor,Medical,1,2630,Low,Female,81,High,MidLevel,Manufacturing Director,High,Single,5042,3140,0,No,13,Excellent,Very High,80,NoStockOption,10,2,Bad,9,2,3,8
No,45,Travel_Rarely,1329,R & D,2,College,Other,1,2631,Very High,Female,59,Medium,MidLevel,Manufacturing Director,Very High,Divorced,5770,5388,1,No,19,Excellent,Low,80,100-500ESOPShares,10,3,Better,10,7,3,9
No,38,Travel_Rarely,397,R & D,2,College,Medical,1,2632,Very High,Female,54,Medium,SeniorLevelL1,Manufacturing Director,High,Married,7756,14199,3,Yes,19,Excellent,Very High,80,<100ESOPShares,10,6,Best,5,4,0,2
Yes,35,Travel_Rarely,737,Sales,10,Bachelor,Medical,1,2633,Very High,Male,55,Medium,SeniorLevelL1,Sales Executive,Low,Married,10306,21530,9,No,17,Excellent,High,80,NoStockOption,15,3,Better,13,12,6,0
No,37,Travel_Rarely,1470,R & D,10,Bachelor,Medical,1,2634,Medium,Female,71,High,JuniorLevel,Research Scientist,Medium,Married,3936,9953,1,No,11,Excellent,Low,80,<100ESOPShares,8,2,Bad,8,4,7,7
No,40,Travel_Rarely,448,R & D,16,Bachelor,Life Sciences,1,2635,High,Female,84,High,SeniorLevelL1,Manufacturing Director,Very High,Single,7945,19948,6,Yes,15,Excellent,Very High,80,NoStockOption,18,2,Good,4,2,3,3
No,44,Travel_Frequently,602,Human Resources,1,Doctor,Human Resources,1,2636,Low,Male,37,High,MidLevel,Human Resources,Very High,Married,5743,10503,4,Yes,11,Excellent,High,80,NoStockOption,14,3,Better,10,7,0,2
No,48,Travel_Frequently,365,R & D,4,Doctor,Medical,1,2637,High,Male,89,Medium,SeniorLevelL2,Manager,Very High,Married,15202,5602,2,No,25,Outstanding,Medium,80,<100ESOPShares,23,3,Better,2,2,2,2
Yes,35,Travel_Rarely,763,Sales,15,College,Medical,1,2638,Low,Male,59,Low,MidLevel,Sales Executive,Very High,Divorced,5440,22098,6,Yes,14,Excellent,Very High,80,100-500ESOPShares,7,2,Good,2,2,2,2
No,24,Travel_Frequently,567,R & D,2,Below College,Technical Degree,1,2639,Low,Female,32,High,JuniorLevel,Research Scientist,Very High,Single,3760,17218,1,Yes,13,Excellent,High,80,NoStockOption,6,2,Better,6,3,1,3
No,27,Travel_Rarely,486,R & D,8,Bachelor,Medical,1,2640,Medium,Female,86,Very High,JuniorLevel,Research Scientist,High,Married,3517,22490,7,No,17,Excellent,Low,80,NoStockOption,5,0,Better,3,2,0,2
No,27,Travel_Frequently,591,R & D,2,Bachelor,Medical,1,2641,Very High,Male,87,High,JuniorLevel,Research Scientist,Very High,Single,2580,6297,2,No,13,Excellent,High,80,NoStockOption,6,0,Good,4,2,1,2
Yes,40,Travel_Rarely,1329,R & D,7,Bachelor,Life Sciences,1,2642,Low,Male,73,High,JuniorLevel,Laboratory Technician,Low,Single,2166,3339,3,Yes,14,Excellent,Medium,80,NoStockOption,10,3,Bad,4,2,0,3
No,29,Travel_Rarely,469,Sales,10,Bachelor,Medical,1,2643,High,Male,42,Medium,MidLevel,Sales Executive,High,Single,5869,23413,9,No,11,Excellent,High,80,NoStockOption,8,2,Better,5,2,1,4
No,36,Travel_Rarely,711,R & D,5,Master,Life Sciences,1,2644,Medium,Female,42,High,SeniorLevelL1,Healthcare Representative,Low,Married,8008,22792,4,No,12,Excellent,High,80,100-500ESOPShares,9,6,Better,3,2,0,2
No,25,Travel_Frequently,772,R & D,2,Below College,Life Sciences,1,2645,Very High,Male,77,Very High,MidLevel,Manufacturing Director,High,Divorced,5206,4973,1,No,17,Excellent,High,80,100-500ESOPShares,7,6,Better,7,7,0,7
No,39,Travel_Rarely,492,R & D,12,Bachelor,Medical,1,2646,Very High,Male,66,High,MidLevel,Manufacturing Director,Medium,Married,5295,7693,4,No,21,Outstanding,High,80,NoStockOption,7,3,Better,5,4,1,0
No,49,Travel_Rarely,301,R & D,22,Master,Other,1,2647,Low,Female,72,High,SeniorLevelL2,Research Director,Medium,Married,16413,3498,3,No,16,Excellent,Medium,80,100-500ESOPShares,27,2,Better,4,2,1,2
No,50,Travel_Rarely,813,R & D,17,Doctor,Life Sciences,1,2648,Very High,Female,50,Medium,SeniorLevelL1,Research Director,Low,Divorced,13269,21981,5,No,15,Excellent,High,80,>500ESOPShares,19,3,Better,14,11,1,11
No,20,Travel_Rarely,1141,Sales,2,Bachelor,Medical,1,2649,High,Female,31,High,JuniorLevel,Sales Representative,High,Single,2783,13251,1,No,19,Excellent,Low,80,NoStockOption,2,3,Better,2,2,2,2
No,34,Travel_Rarely,1130,R & D,3,Bachelor,Life Sciences,1,2650,Very High,Female,66,High,MidLevel,Research Scientist,Medium,Divorced,5433,19332,1,No,12,Excellent,High,80,<100ESOPShares,11,2,Better,11,8,7,9
No,36,Travel_Rarely,311,R & D,7,Bachelor,Life Sciences,1,2651,Low,Male,77,High,JuniorLevel,Laboratory Technician,Medium,Single,2013,10950,2,No,11,Excellent,High,80,NoStockOption,15,4,Better,4,3,1,3
No,49,Travel_Rarely,465,R & D,6,Below College,Life Sciences,1,2652,High,Female,41,Medium,SeniorLevelL2,Healthcare Representative,High,Married,13966,11652,2,Yes,19,Excellent,Medium,80,<100ESOPShares,30,3,Better,15,11,2,12
No,36,Non-Travel,894,R & D,1,Master,Medical,1,2653,Very High,Female,33,Medium,MidLevel,Manufacturing Director,High,Married,4374,15411,0,No,15,Excellent,High,80,NoStockOption,4,6,Better,3,2,1,2
No,36,Travel_Rarely,1040,R & D,3,College,Life Sciences,1,2654,Very High,Male,79,Very High,MidLevel,Healthcare Representative,Low,Divorced,6842,26308,6,No,20,Outstanding,Low,80,<100ESOPShares,13,3,Better,5,4,0,4
No,54,Travel_Rarely,584,R & D,22,Doctor,Medical,1,2655,Medium,Female,91,High,SeniorLevelL2,Manager,High,Married,17426,18685,3,No,25,Outstanding,High,80,<100ESOPShares,36,6,Better,10,8,4,7
No,43,Travel_Rarely,1291,R & D,15,College,Life Sciences,1,2656,High,Male,65,Medium,SeniorLevelL2,Research Director,High,Married,17603,3525,1,No,24,Outstanding,Low,80,<100ESOPShares,14,3,Better,14,10,6,11
Yes,35,Travel_Frequently,880,Sales,12,Master,Other,1,2657,Very High,Male,36,High,MidLevel,Sales Executive,Very High,Single,4581,10414,3,Yes,24,Outstanding,Low,80,NoStockOption,13,2,Best,11,9,6,7
No,38,Travel_Frequently,1189,R & D,1,Bachelor,Life Sciences,1,2658,Very High,Male,90,High,MidLevel,Research Scientist,Very High,Married,4735,9867,7,No,15,Excellent,Very High,80,100-500ESOPShares,19,4,Best,13,11,2,9
No,29,Travel_Rarely,991,Sales,5,Bachelor,Medical,1,2659,Low,Male,43,Medium,MidLevel,Sales Executive,Medium,Divorced,4187,3356,1,Yes,13,Excellent,Medium,80,<100ESOPShares,10,3,Good,10,0,0,9
No,33,Travel_Rarely,392,Sales,2,Master,Medical,1,2660,Very High,Male,93,High,MidLevel,Sales Executive,Very High,Divorced,5505,3921,1,No,14,Excellent,High,80,100-500ESOPShares,6,5,Better,6,2,0,4
No,32,Travel_Rarely,977,R & D,2,Bachelor,Medical,1,2661,Very High,Male,45,High,MidLevel,Research Scientist,Medium,Divorced,5470,25518,0,No,13,Excellent,High,80,100-500ESOPShares,10,4,Good,9,5,1,6
No,31,Travel_Rarely,1112,Sales,5,Master,Life Sciences,1,2662,Low,Female,67,High,MidLevel,Sales Executive,Very High,Married,5476,22589,1,No,11,Excellent,Low,80,100-500ESOPShares,10,2,Better,10,0,0,2
No,49,Travel_Rarely,464,R & D,16,Bachelor,Medical,1,2663,Very High,Female,74,High,JuniorLevel,Laboratory Technician,Low,Divorced,2587,24941,4,Yes,16,Excellent,Medium,80,<100ESOPShares,17,2,Good,2,2,2,2
No,38,Travel_Frequently,148,R & D,2,Bachelor,Medical,1,2664,Very High,Female,42,Medium,JuniorLevel,Laboratory Technician,Medium,Single,2440,23826,1,No,22,Outstanding,Medium,80,NoStockOption,4,3,Better,4,3,3,3
No,47,Travel_Rarely,1225,Sales,2,Master,Life Sciences,1,2665,Medium,Female,47,Very High,SeniorLevelL2,Manager,Medium,Divorced,15972,21086,6,No,14,Excellent,High,80,>500ESOPShares,29,2,Better,3,2,1,2
No,49,Travel_Rarely,809,R & D,1,Bachelor,Life Sciences,1,2666,High,Male,36,High,SeniorLevelL2,Manager,High,Single,15379,22384,4,No,14,Excellent,Low,80,NoStockOption,23,2,Better,8,7,0,0
No,41,Travel_Rarely,1206,Sales,23,College,Life Sciences,1,2667,Very High,Male,80,High,SeniorLevelL1,Sales Executive,High,Single,7082,11591,3,Yes,16,Excellent,Very High,80,NoStockOption,21,2,Better,2,0,0,2
No,20,Travel_Rarely,727,Sales,9,Below College,Life Sciences,1,2668,Very High,Male,54,High,JuniorLevel,Sales Representative,Low,Single,2728,21082,1,No,11,Excellent,Low,80,NoStockOption,2,3,Better,2,2,0,2
No,33,Non-Travel,530,Sales,16,Bachelor,Life Sciences,1,2669,High,Female,36,High,MidLevel,Sales Executive,Very High,Divorced,5368,16130,1,Yes,25,Outstanding,High,80,<100ESOPShares,7,2,Better,6,5,1,2
No,36,Travel_Rarely,1351,R & D,26,Master,Life Sciences,1,2670,Low,Male,80,High,MidLevel,Healthcare Representative,High,Married,5347,7419,6,No,14,Excellent,Medium,80,100-500ESOPShares,10,2,Good,3,2,0,2
No,44,Travel_Rarely,528,Human Resources,1,Bachelor,Life Sciences,1,2671,High,Female,44,High,JuniorLevel,Human Resources,Very High,Divorced,3195,4167,4,Yes,18,Excellent,Low,80,>500ESOPShares,8,2,Better,2,2,2,2
Yes,23,Travel_Rarely,1320,R & D,8,Below College,Medical,1,2672,Very High,Male,93,Medium,JuniorLevel,Laboratory Technician,High,Single,3989,20586,1,Yes,11,Excellent,Low,80,NoStockOption,5,2,Better,5,4,1,2
No,38,Travel_Rarely,1495,R & D,4,College,Medical,1,2673,Very High,Female,87,High,JuniorLevel,Laboratory Technician,High,Married,3306,26176,7,No,19,Excellent,Very High,80,<100ESOPShares,7,5,Good,0,0,0,0
No,53,Travel_Rarely,1395,R & D,24,Master,Medical,1,2674,Medium,Male,48,Very High,SeniorLevelL1,Healthcare Representative,Very High,Married,7005,3458,3,No,15,Excellent,High,80,NoStockOption,11,2,Better,4,3,1,2
Yes,48,Travel_Frequently,708,Sales,7,College,Medical,1,2675,Very High,Female,95,High,JuniorLevel,Sales Representative,High,Married,2655,11740,2,Yes,11,Excellent,High,80,100-500ESOPShares,19,3,Better,9,7,7,7
Yes,32,Travel_Rarely,1259,R & D,2,Master,Life Sciences,1,2676,Very High,Male,95,High,JuniorLevel,Laboratory Technician,Medium,Single,1393,24852,1,No,12,Excellent,Low,80,NoStockOption,1,2,Better,1,0,0,0
No,26,Non-Travel,786,R & D,7,Bachelor,Medical,1,2677,Very High,Male,76,High,JuniorLevel,Laboratory Technician,Very High,Single,2570,11925,1,No,20,Outstanding,High,80,NoStockOption,7,5,Better,7,7,5,7
No,55,Travel_Rarely,1441,R & D,22,Bachelor,Technical Degree,1,2678,Low,Male,94,Medium,JuniorLevel,Research Scientist,Medium,Divorced,3537,23737,5,No,12,Excellent,Very High,80,<100ESOPShares,8,1,Better,4,2,1,2
No,34,Travel_Rarely,1157,R & D,5,College,Medical,1,2679,Medium,Male,57,Medium,MidLevel,Laboratory Technician,Very High,Married,3986,11912,1,No,14,Excellent,High,80,<100ESOPShares,15,3,Best,15,10,4,13
No,60,Travel_Rarely,370,R & D,1,Master,Medical,1,2680,High,Male,92,Low,SeniorLevelL1,Healthcare Representative,Very High,Divorced,10883,20467,3,No,20,Outstanding,High,80,<100ESOPShares,19,2,Best,1,0,0,0
No,33,Travel_Rarely,267,R & D,21,Bachelor,Medical,1,2681,Medium,Male,79,Very High,JuniorLevel,Laboratory Technician,Medium,Married,2028,13637,1,No,18,Excellent,Very High,80,>500ESOPShares,14,6,Better,14,11,2,13
No,37,Travel_Frequently,1278,Sales,1,Master,Medical,1,2682,High,Male,31,Low,MidLevel,Sales Executive,Very High,Divorced,9525,7677,1,No,14,Excellent,High,80,100-500ESOPShares,6,2,Good,6,3,1,3
No,34,Travel_Rarely,678,R & D,19,Bachelor,Life Sciences,1,2683,Medium,Female,35,Medium,JuniorLevel,Research Scientist,Very High,Married,2929,20338,1,No,12,Excellent,Medium,80,NoStockOption,10,3,Better,10,9,8,7
Yes,23,Travel_Rarely,427,Sales,7,Bachelor,Life Sciences,1,2684,High,Male,99,High,JuniorLevel,Sales Representative,Very High,Divorced,2275,25103,1,Yes,21,Outstanding,Medium,80,<100ESOPShares,3,2,Better,3,2,0,2
No,44,Travel_Rarely,921,R & D,2,Bachelor,Life Sciences,1,2685,High,Female,96,Very High,SeniorLevelL1,Healthcare Representative,Very High,Married,7879,14810,1,Yes,19,Excellent,Medium,80,<100ESOPShares,9,2,Better,8,7,6,7
No,35,Travel_Frequently,146,R & D,2,Master,Medical,1,2686,Low,Male,79,Medium,JuniorLevel,Research Scientist,Very High,Single,4930,13970,0,Yes,14,Excellent,High,80,NoStockOption,6,2,Best,5,4,1,4
No,43,Travel_Rarely,1179,Sales,2,Bachelor,Medical,1,2687,Very High,Male,73,High,MidLevel,Sales Executive,Very High,Married,7847,6069,1,Yes,17,Excellent,Low,80,<100ESOPShares,10,3,Better,10,9,8,8
No,24,Travel_Rarely,581,R & D,9,Bachelor,Medical,1,2688,High,Male,62,Very High,JuniorLevel,Research Scientist,High,Married,4401,17616,1,No,16,Excellent,Very High,80,<100ESOPShares,5,1,Better,5,3,0,4
No,41,Travel_Rarely,918,Sales,6,Bachelor,Marketing,1,2689,Very High,Male,35,High,SeniorLevelL1,Sales Executive,High,Single,9241,15869,1,No,12,Excellent,Medium,80,NoStockOption,10,3,Better,10,8,8,7
No,29,Travel_Rarely,1082,R & D,9,Master,Medical,1,2690,Very High,Female,43,High,JuniorLevel,Laboratory Technician,High,Married,2974,25412,9,No,17,Excellent,High,80,<100ESOPShares,9,2,Better,5,3,1,2
No,36,Travel_Rarely,530,Sales,2,Master,Life Sciences,1,2691,High,Female,51,High,MidLevel,Sales Representative,Very High,Single,4502,7439,3,No,15,Excellent,High,80,NoStockOption,17,2,Good,13,7,6,7
No,45,Non-Travel,1238,R & D,1,Below College,Life Sciences,1,2692,High,Male,74,Medium,SeniorLevelL1,Healthcare Representative,High,Married,10748,3395,3,No,23,Outstanding,Very High,80,<100ESOPShares,25,3,Good,23,15,14,4
Yes,24,Travel_Rarely,240,Human Resources,22,Below College,Human Resources,1,2693,Very High,Male,58,Low,JuniorLevel,Human Resources,High,Married,1555,11585,1,No,11,Excellent,High,80,<100ESOPShares,1,2,Better,1,0,0,0
Yes,47,Travel_Frequently,1093,Sales,9,Bachelor,Life Sciences,1,2694,High,Male,82,Low,SeniorLevelL2,Sales Executive,High,Married,12936,24164,7,No,11,Excellent,High,80,NoStockOption,25,3,Bad,23,5,14,10
No,26,Travel_Rarely,390,R & D,17,Master,Medical,1,2695,Very High,Male,62,Low,JuniorLevel,Laboratory Technician,High,Married,2305,6217,1,No,15,Excellent,High,80,>500ESOPShares,3,3,Best,3,2,0,2
No,45,Travel_Rarely,1005,R & D,28,College,Technical Degree,1,2696,Very High,Female,48,Medium,SeniorLevelL2,Research Director,Medium,Single,16704,17119,1,No,11,Excellent,High,80,NoStockOption,21,2,Better,21,6,8,6
No,32,Travel_Frequently,585,R & D,10,Bachelor,Life Sciences,1,2697,Low,Male,56,High,JuniorLevel,Research Scientist,High,Married,3433,17360,6,No,13,Excellent,Low,80,<100ESOPShares,10,3,Good,5,2,1,3
No,31,Travel_Rarely,741,R & D,2,Master,Life Sciences,1,2698,Medium,Male,69,High,JuniorLevel,Laboratory Technician,High,Married,3477,18103,1,No,14,Excellent,Very High,80,<100ESOPShares,6,2,Best,5,2,0,3
No,41,Non-Travel,552,Human Resources,4,Bachelor,Human Resources,1,2699,High,Male,60,Low,MidLevel,Human Resources,Medium,Married,6430,20794,6,No,19,Excellent,Medium,80,<100ESOPShares,10,4,Better,3,2,1,2
No,40,Travel_Rarely,369,R & D,8,College,Life Sciences,1,2700,Medium,Female,92,High,MidLevel,Manufacturing Director,Low,Married,6516,5041,2,Yes,16,Excellent,Medium,80,<100ESOPShares,18,3,Better,1,0,0,0
No,24,Travel_Rarely,506,R & D,29,Below College,Medical,1,2701,Medium,Male,91,High,JuniorLevel,Laboratory Technician,Low,Divorced,3907,3622,1,No,13,Excellent,Medium,80,>500ESOPShares,6,2,Best,6,2,1,2
No,46,Travel_Rarely,717,R & D,13,Master,Life Sciences,1,2702,High,Male,34,High,MidLevel,Healthcare Representative,Medium,Single,5562,9697,6,No,14,Excellent,Very High,80,NoStockOption,19,3,Better,10,7,0,9
No,35,Travel_Rarely,1370,R & D,27,Master,Life Sciences,1,2703,Very High,Male,49,High,MidLevel,Manufacturing Director,High,Married,6883,5151,2,No,16,Excellent,Medium,80,<100ESOPShares,17,3,Better,7,7,0,7
No,30,Travel_Rarely,793,R & D,16,Below College,Life Sciences,1,2704,Medium,Male,33,High,JuniorLevel,Research Scientist,Very High,Married,2862,3811,1,No,12,Excellent,Medium,80,<100ESOPShares,10,2,Good,10,0,0,8
No,47,Non-Travel,543,Sales,2,Master,Marketing,1,2705,High,Male,87,High,MidLevel,Sales Executive,Medium,Married,4978,3536,7,No,11,Excellent,Very High,80,<100ESOPShares,4,3,Bad,1,0,0,0
No,46,Travel_Rarely,1277,Sales,2,Bachelor,Life Sciences,1,2706,High,Male,74,High,SeniorLevelL1,Sales Executive,Very High,Divorced,10368,5596,4,Yes,12,Excellent,Medium,80,<100ESOPShares,13,5,Good,10,6,0,3
Yes,36,Travel_Rarely,1456,Sales,13,Doctor,Marketing,1,2707,Medium,Male,96,Medium,MidLevel,Sales Executive,Low,Divorced,6134,8658,5,Yes,13,Excellent,Medium,80,>500ESOPShares,16,3,Better,2,2,2,2
Yes,32,Travel_Rarely,964,Sales,1,College,Life Sciences,1,2708,Low,Male,34,Low,MidLevel,Sales Executive,Medium,Single,6735,12147,6,No,15,Excellent,Medium,80,NoStockOption,10,2,Better,0,0,0,0
No,23,Travel_Rarely,160,R & D,4,Below College,Medical,1,2709,High,Female,51,High,JuniorLevel,Laboratory Technician,Medium,Single,3295,12862,1,No,13,Excellent,High,80,NoStockOption,3,3,Bad,3,2,1,2
No,31,Travel_Frequently,163,R & D,24,Below College,Technical Degree,1,2710,Very High,Female,30,High,MidLevel,Manufacturing Director,Very High,Single,5238,6670,2,No,20,Outstanding,Very High,80,NoStockOption,9,3,Good,5,4,1,4
No,39,Non-Travel,792,R & D,1,Bachelor,Life Sciences,1,2711,Very High,Male,77,High,MidLevel,Laboratory Technician,Very High,Married,6472,8989,1,Yes,15,Excellent,Very High,80,<100ESOPShares,9,2,Better,9,8,5,8
No,32,Travel_Rarely,371,Sales,19,Bachelor,Life Sciences,1,2712,Very High,Male,80,Low,SeniorLevelL1,Sales Executive,High,Married,9610,3840,3,No,13,Excellent,High,80,<100ESOPShares,10,2,Bad,4,3,0,2
No,40,Travel_Rarely,611,Sales,7,Master,Medical,1,2713,Medium,Male,88,High,SeniorLevelL3,Manager,Medium,Single,19833,4349,1,No,14,Excellent,Medium,80,NoStockOption,21,3,Good,21,8,12,8
No,45,Travel_Rarely,176,Human Resources,4,Bachelor,Life Sciences,1,2714,High,Female,56,Low,SeniorLevelL1,Human Resources,High,Married,9756,6595,4,No,21,Outstanding,High,80,100-500ESOPShares,9,2,Best,5,0,0,3
No,30,Travel_Frequently,1312,R & D,2,Master,Technical Degree,1,2715,Very High,Female,78,Medium,JuniorLevel,Research Scientist,Low,Single,4968,26427,0,No,16,Excellent,Very High,80,NoStockOption,10,2,Better,9,7,0,7
No,24,Travel_Frequently,897,Human Resources,10,Bachelor,Medical,1,2716,Low,Male,59,High,JuniorLevel,Human Resources,Very High,Married,2145,2097,0,No,14,Excellent,Very High,80,<100ESOPShares,3,2,Better,2,2,2,1
Yes,30,Travel_Frequently,600,Human Resources,8,Bachelor,Human Resources,1,2717,High,Female,66,Medium,JuniorLevel,Human Resources,Very High,Divorced,2180,9732,6,No,11,Excellent,High,80,<100ESOPShares,6,0,Good,4,2,1,2
No,31,Travel_Rarely,1003,Sales,5,Bachelor,Technical Degree,1,2718,Low,Male,51,High,MidLevel,Sales Executive,High,Married,8346,20943,1,No,19,Excellent,High,80,<100ESOPShares,6,3,Better,5,2,0,2
No,27,Travel_Rarely,1054,R & D,8,Bachelor,Medical,1,2719,High,Female,67,High,JuniorLevel,Research Scientist,Very High,Single,3445,6152,1,No,11,Excellent,High,80,NoStockOption,6,5,Good,6,2,1,4
Yes,29,Travel_Rarely,428,Sales,9,Bachelor,Marketing,1,2720,Medium,Female,52,Low,JuniorLevel,Sales Representative,Medium,Single,2760,14630,1,No,13,Excellent,High,80,NoStockOption,2,3,Better,2,2,2,2
No,29,Travel_Frequently,461,R & D,1,Bachelor,Life Sciences,1,2721,Very High,Male,70,Very High,MidLevel,Healthcare Representative,High,Single,6294,23060,8,Yes,12,Excellent,Very High,80,NoStockOption,10,5,Best,3,2,0,2
No,30,Travel_Rarely,979,Sales,15,College,Marketing,1,2722,High,Male,94,Medium,SeniorLevelL1,Sales Executive,Low,Divorced,7140,3088,2,No,11,Excellent,Low,80,<100ESOPShares,12,2,Better,7,7,1,7
No,34,Travel_Rarely,181,R & D,2,Master,Medical,1,2723,Very High,Male,97,Very High,JuniorLevel,Research Scientist,Very High,Married,2932,5586,0,Yes,14,Excellent,Low,80,>500ESOPShares,6,3,Better,5,0,1,2
No,33,Non-Travel,1283,Sales,2,Bachelor,Marketing,1,2724,Very High,Female,62,High,MidLevel,Sales Executive,Medium,Single,5147,10697,8,No,15,Excellent,Very High,80,NoStockOption,13,2,Good,11,7,1,7
No,49,Travel_Rarely,1313,Sales,11,Master,Marketing,1,2725,Very High,Female,80,High,MidLevel,Sales Executive,Very High,Single,4507,8191,3,No,12,Excellent,High,80,NoStockOption,8,1,Best,5,1,0,4
Yes,33,Travel_Rarely,211,Sales,16,Bachelor,Life Sciences,1,2726,Low,Female,74,High,SeniorLevelL1,Sales Executive,Low,Single,8564,10092,2,Yes,20,Outstanding,High,80,NoStockOption,11,2,Good,0,0,0,0
No,38,Travel_Frequently,594,R & D,2,College,Medical,1,2727,High,Female,75,Medium,JuniorLevel,Laboratory Technician,Medium,Married,2468,15963,4,No,14,Excellent,Medium,80,<100ESOPShares,9,4,Good,6,1,0,5
Yes,31,Travel_Rarely,1079,Sales,16,Master,Marketing,1,2728,Low,Male,70,High,SeniorLevelL1,Sales Executive,High,Married,8161,19002,2,No,13,Excellent,Low,80,>500ESOPShares,10,2,Better,1,0,0,0
No,29,Travel_Rarely,590,R & D,4,Bachelor,Technical Degree,1,2729,Very High,Female,91,Medium,JuniorLevel,Research Scientist,Low,Divorced,2109,10007,1,No,13,Excellent,High,80,<100ESOPShares,1,2,Better,1,0,0,0
No,30,Travel_Rarely,305,R & D,16,Bachelor,Life Sciences,1,2730,High,Male,58,Very High,MidLevel,Healthcare Representative,High,Married,5294,9128,3,No,16,Excellent,High,80,<100ESOPShares,10,3,Better,7,0,1,7
No,32,Non-Travel,953,R & D,5,Master,Technical Degree,1,2731,Medium,Male,65,High,JuniorLevel,Research Scientist,Medium,Single,2718,17674,2,No,14,Excellent,Medium,80,NoStockOption,12,3,Better,7,7,0,7
No,38,Travel_Rarely,833,R & D,18,Bachelor,Medical,1,2732,Medium,Male,60,Low,MidLevel,Healthcare Representative,Very High,Married,5811,24539,3,Yes,16,Excellent,High,80,<100ESOPShares,15,2,Better,1,0,1,0
Yes,43,Travel_Frequently,807,R & D,17,Bachelor,Technical Degree,1,2733,High,Male,38,Medium,JuniorLevel,Research Scientist,High,Married,2437,15587,9,Yes,16,Excellent,Very High,80,<100ESOPShares,6,4,Better,1,0,0,0
No,42,Travel_Rarely,855,R & D,12,Bachelor,Medical,1,2734,Medium,Male,57,High,JuniorLevel,Laboratory Technician,Medium,Divorced,2766,8952,8,No,22,Outstanding,Medium,80,>500ESOPShares,7,6,Good,5,3,0,4
No,55,Travel_Rarely,478,R & D,2,Bachelor,Medical,1,2735,High,Male,60,Medium,SeniorLevelL3,Research Director,Low,Married,19038,19805,8,No,12,Excellent,Medium,80,>500ESOPShares,34,2,Better,1,0,0,0
No,33,Non-Travel,775,R & D,4,Bachelor,Technical Degree,1,2736,Very High,Male,90,High,MidLevel,Research Scientist,Medium,Divorced,3055,6194,5,No,15,Excellent,Very High,80,100-500ESOPShares,11,2,Good,9,8,1,7
No,41,Travel_Rarely,548,R & D,9,Master,Life Sciences,1,2737,High,Male,94,High,JuniorLevel,Laboratory Technician,Low,Divorced,2289,20520,1,No,20,Outstanding,Medium,80,100-500ESOPShares,5,2,Better,5,3,0,4
No,34,Non-Travel,1375,Sales,10,Bachelor,Life Sciences,1,2738,Very High,Male,87,High,MidLevel,Sales Executive,High,Divorced,4001,12313,1,Yes,14,Excellent,High,80,<100ESOPShares,15,3,Better,15,14,0,7
No,53,Non-Travel,661,R & D,1,Master,Medical,1,2739,Low,Female,60,Medium,SeniorLevelL2,Manufacturing Director,High,Married,12965,22308,4,Yes,20,Outstanding,Very High,80,>500ESOPShares,27,2,Good,3,2,0,2
No,43,Travel_Rarely,244,Human Resources,2,Bachelor,Life Sciences,1,2740,Medium,Male,97,High,JuniorLevel,Human Resources,Very High,Single,3539,5033,0,No,13,Excellent,Medium,80,NoStockOption,10,5,Better,9,7,1,8
No,34,Travel_Rarely,511,Sales,3,College,Life Sciences,1,2741,Very High,Female,32,Low,MidLevel,Sales Executive,Very High,Single,6029,25353,5,No,12,Excellent,Low,80,NoStockOption,6,3,Better,2,2,2,2
